"Trans #"	"Date"	"Cleared"	"Name"	"Memo"	"Account"	"Debit"	"Credit"
			"Wells Fargo"	"credit card payment"	"Expenses:Transportation:Gas"	37.17	
			"Wells Fargo"	"credit card payment"	"Expenses:Transportation:Gas"	35.41	
150	11/09/2009	"*"	"WinCo"	"groceries"	"Assets:ISU Checking"		22.68
			"WinCo"	"groceries"	"Expenses:Consumables:Food"	22.68	
151	11/11/2009	"*"	"AccuTech Auto Repair"		"Assets:ISU Checking"		446.22
			"AccuTech Auto Repair"	"front/rear brake service"	"Expenses:Transportation:Maintenance"	139.90	
			"AccuTech Auto Repair"	"resurface all rotors"	"Expenses:Transportation:Maintenance"	100.49	
			"AccuTech Auto Repair"	"All new ceramic brake pads"	"Expenses:Transportation:Maintenance"	136.67	
			"AccuTech Auto Repair"	"transmission check, drain, refill"	"Expenses:Transportation:Maintenance"	69.16	
152	11/11/2009			"Funds Transfer"	"Assets:ISU Savings"		400.00
				"Funds Transfer"	"Assets:ISU Checking"	400.00	
153	11/21/2009	"*"	"Amazon.com"	"for esther"	"Assets:ISU Checking"		8.48
			"Amazon.com"	"for esther"	"Expenses:Education:Books and Fees"	8.48	
154	11/21/2009	"*"	"Amazon.com"	"for robert"	"Assets:ISU Checking"		92.99
			"Amazon.com"	"for robert"	"Expenses:Education:Books and Fees"	92.99	
155	11/21/2009	"*"	"WinCo"		"Assets:ISU Checking"		19.05
			"WinCo"		"Expenses:Consumables:Food"	19.05	
156	11/24/2009	"*"	"Church of Jesus Christ of Latter Day Sain"		"Assets:ISU Checking"		70.30
			"Church of Jesus Christ of Latter Day Sain"		"Liabilities:Accounts Payable"	70.30	
158	11/15/2009			"Funds Transfer"	"Assets:ISU Savings"		500.00
				"Funds Transfer"	"Assets:ISU Checking"	500.00	
159	11/24/2009			"Funds Transfer"	"Assets:ISU Savings"		400.00
				"Funds Transfer"	"Assets:ISU Checking"	400.00	
160	11/16/2009		"Robert Carlsen"		"Income:Job Income"		220.00
			"Robert Carlsen"		"Assets:ISU Savings"	220.00	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		22.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	22.00	
161	11/24/2009	"*"	"Gary Carlsen"	"Rent payment (December)"	"Assets:ISU Checking"		425.00
			"Gary Carlsen"	"Rent payment"	"Expenses:Housing:Rent"	425.00	
162	11/30/2009	"*"	"Pocatello Women's Clinic"	"esther baby appointment"	"Assets:ISU Checking"		62.00
			"Pocatello Women's Clinic"	"esther baby appointment"	"Expenses:Medical:Other"	62.00	
163	11/30/2009		"Esther Carlsen"	"lost/replaced peppridge farm check"	"Income:Job Income"		368.57
			"Esther Carlsen"	"lost/replaced peppridge farm check"	"Assets:ISU Savings"	368.57	
			"Big Brother"	"lost/replaced peppridge farm check"	"Expenses:Taxes:Federal"	0.00	
			"Big Brother"	"lost/replaced peppridge farm check"	"Expenses:Taxes:State"	0.00	
			"Big Brother"	"lost/replaced peppridge farm check"	"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"	"lost/replaced peppridge farm check"	"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		36.86
			"Church of Jesus Christ of Latter Day Sain"	"lost/replaced peppridge farm check"	"Expenses:Donations:Tithing"	36.86	
164	11/30/2009			"Deposit"	"Assets:ISU Savings"	140.00	
			"miscellaneous"	"Esther B-day money"	"Income:Uncategorized Income"		130.00
			"miscellaneous"	"wedding gift money"	"Income:Uncategorized Income"		10.00
165	11/21/2009		"Church of Jesus Christ of Latter Day Sain"		"Liabilities:Accounts Payable"	200.00	
			"Church of Jesus Christ of Latter Day Sain"		"Assets:ISU Checking"		200.00
166	11/30/2009			"Interest"	"Assets:ISU Savings"	6.22	
				"Interest"	"Income:Interest Received"		6.22
167	12/01/2009	"*"	"Brett Carlsen"	"december phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"december phones"	"Expenses:Housing:Utilities"	40.00	
168	12/04/2009			"Deposit"	"Assets:ISU Savings"	30.00	
			"Carol Beutler"	"esther b-day money"	"Income:Uncategorized Income"		30.00
169	12/07/2009			"Funds Transfer"	"Assets:ISU Savings"		400.00
				"Funds Transfer"	"Assets:ISU Checking"	400.00	
170	12/07/2009	"*"	"Albertsons"		"Assets:ISU Checking"		15.66
			"Albertsons"		"Expenses:Consumables:Food"	15.66	
171	12/07/2009	"*"	"Amazon.com"	"robert textbook"	"Assets:ISU Checking"		92.40
			"Amazon.com"	"robert textbook"	"Expenses:Education:Books and Fees"	92.40	
172	12/07/2009	"*"	"Amazon.com"	"robert textbook"	"Assets:ISU Checking"		103.96
			"Amazon.com"	"robert textbook"	"Expenses:Education:Books and Fees"	103.96	
173	12/07/2009	"*"	"Amazon.com"	"robert textbook"	"Assets:ISU Checking"		119.58
			"Amazon.com"	"robert textbook"	"Expenses:Education:Books and Fees"	119.58	
174	12/11/2009		"Robert Carlsen"		"Income:Job Income"		220.00
			"Robert Carlsen"		"Assets:ISU Savings"	220.00	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		22.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	22.00	
175	12/11/2009		"Robert Carlsen"		"Income:Job Income"		121.00
			"Robert Carlsen"		"Assets:ISU Savings"	121.00	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		12.10
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	12.10	
176	12/14/2009			"Funds Transfer"	"Assets:ISU Savings"		400.00
				"Funds Transfer"	"Assets:ISU Checking"	400.00	
177	12/14/2009	"*"	"Amazon.com"	"esther books"	"Assets:ISU Checking"		170.77
			"Amazon.com"	"esther books"	"Expenses:Education:Books and Fees"	37.93	
			"Amazon.com"	"esther books"	"Expenses:Education:Books and Fees"	55.68	
			"Amazon.com"	"esther books"	"Expenses:Education:Books and Fees"	53.98	
			"Amazon.com"	"esther books"	"Expenses:Education:Books and Fees"	10.24	
			"Amazon.com"	"esther book"	"Expenses:Education:Books and Fees"	12.94	
178	12/13/2009	"*"	"Abby Price"	"esther textbook"	"Assets:ISU Checking"		70.00
			"Abby Price"	"esther textbook"	"Expenses:Education:Books and Fees"	70.00	
179	12/12/2009	"*"	"Walmart"		"Assets:ISU Checking"		30.30
			"Walmart"		"Expenses:Consumables:Food"	5.00	
			"Walmart"	"boggle - gift to ourselves"	"Expenses:Recreation"	15.80	
			"Walmart"	"lotion - gift for deborah"	"Expenses:Recreation"	8.00	
			"Walmart"	"hole punch"	"Expenses:Home:Office Supplies"	1.50	
180	12/15/2009	"*"	"Wells Fargo"	"filled tank 5 times"	"Assets:ISU Checking"		158.02
			"Wells Fargo"	"filled tank 5 times"	"Expenses:Transportation:Gas"	158.02	
181	12/15/2009			"Deposit"	"Assets:ISU Savings"	30.00	
			"miscellaneous"	"wedding money from pope's (rod's parents)"	"Income:Uncategorized Income"		30.00
183	12/26/2009	"*"	"Gary Carlsen"	"Jan Rent"	"Assets:ISU Checking"		425.00
			"Gary Carlsen"	"Jan rent"	"Expenses:Housing:Rent"	425.00	
184	12/23/2009			"Funds Transfer"	"Assets:ISU Savings"		500.00
				"Funds Transfer"	"Assets:ISU Checking"	500.00	
185	12/26/2009	"*"	"Brett Carlsen"	"Jan. phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"Jan. phones"	"Expenses:Housing:Utilities"	40.00	
186	12/26/2009			"Deposit"	"Assets:ISU Savings"	946.00	
			"Brett Carlsen"	"christmas money"	"Income:Uncategorized Income"		500.00
			"Catalina Stekbaur"	"christmas money"	"Income:Uncategorized Income"		400.00
			"Carol Beutler"	"repaid for buying toilet brushes"	"Income:Uncategorized Income"		6.00
			"Barbara Lowman"	"christmas money"	"Income:Uncategorized Income"		40.00
187	12/26/2009		"Robert Carlsen"		"Income:Job Income"		220.00
			"Robert Carlsen"		"Assets:ISU Savings"	220.00	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		22.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	22.00	
188	12/16/2009	"*"		"Deposit"	"Assets:ISU Checking"	92.99	
			"Amazon.com"	"returned book for bad condition"	"Expenses:Education:Books and Fees"		92.99
189	12/18/2009	"*"	"Amazon.com"	"robert textbook"	"Assets:ISU Checking"		145.98
			"Amazon.com"	"robert textbook"	"Expenses:Education:Books and Fees"	145.98	
190	12/18/2009	"*"	"Robert Carlsen"	"christmas spending money"	"Assets:ISU Checking"		20.00
			"Robert Carlsen"	"christmas spending money"	"Expenses:Bananas"	20.00	
191	12/19/2009	"*"	"Paypal"		"Assets:ISU Checking"		4.13
			"Paypal"		"Expenses:Consumables:Food"	4.15	
			"Paypal"		"Expenses:Consumables:Food"		0.02
192	12/20/2009	"*"		"Deposit"	"Assets:ISU Checking"	46.00	
			"half.com"	"sold textbook online"	"Expenses:Education:Books and Fees"		48.57
			"Paypal"	"textbook shipping cost"	"Expenses:Education:Books and Fees"	2.57	
193	12/27/2009	"*"		"Deposit"	"Assets:ISU Checking"	92.55	
			"Amazon.com"	"sold textbooks online"	"Expenses:Education:Books and Fees"		92.55
194	12/21/2009	"*"		"Deposit"	"Assets:ISU Checking"	0.24	
			"Paypal"	"account confirmation"	"Income:Uncategorized Income"		0.18
			"Paypal"	"account confirmation"	"Income:Uncategorized Income"		0.06
195	12/27/2009		"Church of Jesus Christ of Latter Day Sain"	"Tithing on christmas money"	"Liabilities:Accounts Payable"		100.00
			"Church of Jesus Christ of Latter Day Sain"	"Tithing on christmas money"	"Expenses:Donations:Tithing"	100.00	
196	01/07/2010			"pell grant"	"Income:Scholarships and Grants"		2,675.00
				"smart grant"	"Income:Scholarships and Grants"		1,927.00
				"ASISU scholarship"	"Income:Scholarships and Grants"		297.00
				"full tuition scholarship"	"Income:Scholarships and Grants"		2,484.00
				"pell grant"	"Expenses:Medical:Insurance Payment"	647.00	
				"pell grant"	"Expenses:Education:Tuition"	2,484.00	
				"lab fee"	"Expenses:Education:Books and Fees"	50.00	
				"computer account fee"	"Expenses:Education:Books and Fees"	35.00	
				"physical for reactor operator license"	"Expenses:Medical:Other"	30.00	
				"left overs from scholarships and grants"	"Assets:ISU Savings"	4,137.00	
197	01/07/2010	"*"	"Walmart"		"Assets:ISU Checking"		3.82
			"Walmart"		"Expenses:Consumables:Food"	3.82	
198	01/04/2010	"*"	"Pocatello Women's Clinic"	"pregnacy appointment fees"	"Assets:ISU Checking"		436.00
			"Pocatello Women's Clinic"	"pregnacy appointment fees"	"Expenses:Medical:Other"	436.00	
199	01/04/2010	"*"	"Walmart"		"Assets:ISU Checking"		13.41
			"Walmart"		"Expenses:Consumables:Food"	10.82	
			"Walmart"	"packing tape"	"Expenses:Home:Office Supplies"	2.59	
200	01/04/2010			"Funds Transfer"	"Assets:ISU Savings"		2,000.00
				"Funds Transfer"	"Assets:ISU Checking"	2,000.00	
201	01/04/2010			"Funds Transfer"	"Assets:ISU Savings"		700.00
				"Funds Transfer"	"Assets:ISU Checking"	700.00	
202	01/07/2010			"ASISU scholarship"	"Income:Scholarships and Grants"		500.00
				"Goldy gray scholarship"	"Income:Scholarships and Grants"		500.00
				"jacobsen scholarship fund"	"Income:Scholarships and Grants"		500.00
				"ASISU scholarship"	"Expenses:Education:Tuition"	2,484.00	
				"ASISU scholarship"	"Expenses:Medical:Insurance Payment"	647.00	
				"class fees"	"Expenses:Education:Books and Fees"	85.00	
				"check written to ISU"	"Assets:ISU Checking"		2,216.00
				"change check received for jacobsen scholarship"	"Assets:ISU Savings"	500.00	
203	12/30/2009	"*"	"Pocatello Women's Clinic"	"esther appointment"	"Assets:ISU Checking"		62.00
			"Pocatello Women's Clinic"	"esther appointment"	"Expenses:Medical:Other"	62.00	
204	12/31/2009			"Interest"	"Assets:ISU Savings"	6.31	
				"Interest"	"Income:Interest Received"		6.31
205	01/18/2010	"*"	"Wells Fargo"	"credit card payment – Gas"	"Assets:ISU Checking"		67.92
			"Wells Fargo"	"credit card payment – Gas"	"Expenses:Transportation:Gas"	67.92	
206	01/14/2010	"*"	"Delmonte Meats"	"ground beef"	"Assets:ISU Checking"		26.49
			"Delmonte Meats"	"ground beef"	"Expenses:Consumables:Food"	26.49	
207	01/13/2010	"*"	"Walmart"		"Assets:ISU Checking"		10.51
			"Walmart"		"Expenses:Consumables:Food"	10.51	
209	01/18/2010	"*"		"esther sold book"	"Assets:ISU Checking"	6.42	
				"esther sold book"	"Assets:ISU Checking"	6.04	
				"book shipping cost"	"Assets:ISU Checking"		2.57
				"book shipping cost"	"Assets:ISU Checking"		2.57
				"sold books back"	"Expenses:Education:Books and Fees"		7.32
210	01/17/2010			"Funds Transfer"	"Assets:ISU Savings"		300.00
				"Funds Transfer"	"Assets:ISU Checking"	300.00	
211	01/19/2010			"Funds Transfer"	"Assets:ISU Savings"		13,500.00
				"Funds Transfer"	"Assets:ISU Checking"	13,500.00	
212	01/19/2010	"*"	"Albertsons"		"Assets:ISU Checking"		10.37
			"Albertsons"		"Expenses:Consumables:Other"	6.00	
			"Albertsons"		"Expenses:Consumables:Food"	4.37	
213	02/02/2010	"*"	"Gas Station"		"Assets:ISU Checking"		2.39
			"Gas Station"		"Expenses:Consumables:Food"	2.39	
214	01/23/2010	"*"	"WinCo"		"Assets:ISU Checking"		56.58
			"WinCo"		"Expenses:Consumables:Other"	3.90	
			"WinCo"		"Expenses:Consumables:Food"	52.68	
215	01/22/2010		"Robert Carlsen"		"Income:Job Income"		165.00
			"Robert Carlsen"		"Assets:ISU Checking"	165.00	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		16.50
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	16.50	
216	01/31/2010	"*"	"Brett Carlsen"	"february phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"feb phones"	"Expenses:Housing:Utilities"	40.00	
217	01/31/2010	"*"	"Gary Carlsen"	"feb rent"	"Assets:ISU Checking"		425.00
			"Gary Carlsen"	"feb rent"	"Expenses:Housing:Rent"	425.00	
218	01/29/2010	"*"	"Dollar Tree"	"esther elementary science demo"	"Assets:ISU Checking"		2.12
			"Dollar Tree"	"esther elementary science demo"	"Expenses:Education:Other"	2.12	
219	01/31/2010			"Interest"	"Assets:ISU Savings"	4.18	
				"Interest"	"Income:Interest Received"		4.18
220	12/19/2009	"*"	"ISU Outdoors Program"	"yurt reservation"	"Assets:ISU Checking"		63.60
			"ISU Outdoors Program"	"yurt reservation"	"Expenses:Recreation"	63.60	
221	01/25/2010	"*"		"Deposit"	"Assets:ISU Checking"	103.50	
			"Amazon.com"	"resold textbooks back"	"Expenses:Education:Books and Fees"		103.50
222	01/31/2010	"*"		"Interest"	"Assets:ISU Checking"	15.16	
				"Interest"	"Income:Interest Received"		15.16
223	02/18/2010	"*"	"WinCo"		"Assets:ISU Checking"		8.97
			"WinCo"		"Expenses:Consumables:Food"	8.97	
224	02/18/2010	"*"	"WinCo"		"Assets:ISU Checking"		19.22
			"WinCo"		"Expenses:Consumables:Food"	19.22	
225	02/15/2010	"*"	"Wells Fargo"		"Assets:ISU Checking"		107.46
			"Wells Fargo"		"Expenses:Transportation:Gas"	107.46	
226	02/13/2010	"*"	"Walmart"	"canning funnel"	"Assets:ISU Checking"		1.31
			"Walmart"	"canning funnel"	"Expenses:Home:Housewares"	1.31	
227	02/03/2010	"*"	"Walmart"		"Assets:ISU Checking"		29.25
			"Walmart"		"Expenses:Consumables:Food"	26.65	
			"Walmart"		"Expenses:Consumables:Other"	2.60	
228	02/13/2010	"*"	"Walmart"	"fat popscickle sticks"	"Assets:ISU Checking"		3.69
			"Walmart"	"fat popscicle sticks"	"Expenses:Home:Other"	3.69	
229	02/13/2010	"*"	"Gas Station"		"Assets:ISU Checking"		29.63
			"Gas Station"		"Expenses:Transportation:Gas"	29.63	
230	02/09/2010	"*"	"Homegrown Harvest"		"Assets:ISU Checking"		394.95
			"Homegrown Harvest"		"Expenses:Home:Tools"	394.95	
231	02/12/2010	"*"	"Farmer's Insurance"		"Assets:ISU Checking"		336.20
			"Farmer's Insurance"		"Expenses:Transportation:Car Insurance"	336.20	
232	02/19/2010	"*"		"Deposit"	"Assets:ISU Checking"	17.20	
			"Farmer's Insurance"	"overpayment refund"	"Expenses:Transportation:Car Insurance"		17.20
233	02/26/2010	"*"	"ISU Bookstore"		"Assets:ISU Checking"		7.41
			"ISU Bookstore"	"engineering paper"	"Expenses:Education:Other"	7.41	
234	02/20/2010	"*"	"Gas Station"		"Assets:ISU Checking"		19.24
			"Gas Station"		"Expenses:Transportation:Gas"	19.24	
235	02/20/2010	"*"	"Gas Station"		"Assets:ISU Checking"		11.06
			"Gas Station"		"Expenses:Transportation:Gas"	11.06	
236	02/20/2010	"*"	"Walmart"	"prenatal vitamins"	"Assets:ISU Checking"		4.24
			"Walmart"	"prenatal vitamins"	"Expenses:Consumables:Other"	4.24	
237	02/21/2010	"*"	"Tiresavings.com"	"4 new tires"	"Assets:ISU Checking"		586.20
			"Tiresavings.com"	"4 new tires"	"Expenses:Transportation:Maintenance"	586.20	
238	02/26/2010	"*"		"Deposit"	"Assets:ISU Checking"	50.00	
			"miscellaneous"	"wedding gift money"	"Income:Uncategorized Income"		50.00
239	02/24/2010	"*"		"Deposit"	"Assets:ISU Checking"	593.00	
			"US Treasury"	"2009 tax refund"	"Expenses:Taxes:Federal"		593.00
240	02/25/2010	"*"	"Gary Carlsen"	"March rent"	"Assets:ISU Checking"		425.00
			"Gary Carlsen"	"march rent"	"Expenses:Housing:Rent"	425.00	
241	02/25/2010	"*"	"Brett Carlsen"	"march phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"march phones"	"Expenses:Housing:Utilities"	40.00	
242	02/06/2010		"Robert Carlsen"		"Income:Job Income"		220.00
			"Robert Carlsen"		"Assets:ISU Checking"	220.00	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		22.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	22.00	
243	02/20/2010		"Robert Carlsen"		"Income:Job Income"		220.00
			"Robert Carlsen"		"Assets:ISU Checking"	220.00	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		22.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	22.00	
244	03/01/2010	"*"	"Gas Station"		"Assets:ISU Checking"		38.10
			"Gas Station"		"Expenses:Transportation:Gas"	38.10	
245	03/02/2010	"*"	"Commercial Tire"	"installed new tires and valve stems"	"Assets:ISU Checking"		77.39
			"Commercial Tire"	"installed new tires and valve stems"	"Expenses:Transportation:Maintenance"	77.39	
246	02/28/2010			"Interest"	"Assets:ISU Savings"	0.39	
				"Interest"	"Income:Interest Received"		0.39
247	02/28/2010	"*"		"Interest"	"Assets:ISU Checking"	31.68	
				"Interest"	"Income:Interest Received"		31.68
248	03/07/2010	"*"	"Church of Jesus Christ of Latter Day Sain"		"Assets:ISU Checking"		75.46
			"Church of Jesus Christ of Latter Day Sain"		"Liabilities:Accounts Payable"	75.46	
249	03/07/2010	"*"	"Church of Jesus Christ of Latter Day Sain"	"fast offering"	"Assets:ISU Checking"		24.54
			"Church of Jesus Christ of Latter Day Sain"	"fast offering"	"Expenses:Donations:Other"	24.54	
250	03/04/2010	"*"	"Smith's"		"Assets:ISU Checking"		12.42
			"Smith's"		"Expenses:Consumables:Food"	12.42	
251	03/04/2010	"*"	"Home Depot"	"clamps"	"Assets:ISU Checking"		29.96
			"Home Depot"	"clamps"	"Expenses:Home:Tools"	29.96	
252	03/06/2010	"*"	"Smith's"		"Assets:ISU Checking"		31.13
			"Smith's"		"Expenses:Consumables:Food"	24.78	
			"Smith's"	"pencil lead"	"Expenses:Home:Office Supplies"	6.35	
253	03/06/2010	"*"	"Smith's"		"Assets:ISU Checking"		2.10
